,price,depreciation,registration_date,mileage,road_tax,deregistration_value,coe,engine_cap,curb_weight,manufactured_year,trasmission,omv,arf,power,number_of_owner,type,car_features,car_accessories,descriptions,warranty,category,status
258,"$475,800","$45,950",23-Feb-2022,"3,500 km (3.2k /yr)","$2,380 /yr","$175,646","$86,102","2,995 cc","2,105 kg",2021,Auto,"$88,769","$131,785",250.0 kW (335 bhp),1,SUV,"Features Powered by a 3.0L V6 turbocharged engine mated to an 8 speed transmission, producing 335bhp and 450nm torque. 0-100km/h in 6.2 secs. View specs of the Porsche Cayenne","Accessories Panoramic roof, Bose sound system, 4 zone climate control, 20"" Cayenne design wheels, surround view camera, 2+1 rear seats. Apple CarPlay.",Description 1 owner only! Agent unit with agent warranty and free service for 5 years. 2 plus 1 rear seating. Tip top condition! In house financing and trade in available! Call now to enquire!,"CategoryPARF Car, Low Mileage Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
259,"$13,600","$12,350",02-Jul-2009,N.A.,$955 /yr,"$2,883","$13,088","1,496 cc","1,130 kg",2008,Auto,"$15,475","$11,376",81.0 kW (108 bhp),3,Mid-Sized Sedan,"Features 1.5L super fuel efficient yet reliable DOHC 16V VVT-I engine, smooth CVT auto transmission with eco mode, ABS, SRS airbags. View specs of the Toyota Corolla","Accessories Sports rims, leather seats, audio player, retractable side mirrors, rear sensors.","Description Axio at $13,600 net! With generous amount of comfort and space, this Corolla Axio is reliable and for all practical purposes! Feel free to contact us for viewing, no obligations. Flexible loan and trade ins are welcomed. Viewing is by appointment only.","CategoryCOE Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
260,"$89,888","$14,180",01-Dec-2018,"67,000 km (15.5k /yr)",$600 /yr,"$31,510","$31,101","1,353 cc","1,240 kg",2018,Auto,"$18,417","$18,417",103.0 kW (138 bhp),2,Hatchback,"Features 1.4L 4 cylinders inline 16 valve turbocharged engine, 7 speed (A) dual clutch auto transmission, airbags, ABS, multi function steering, rear aircon. View specs of the Hyundai i30","Accessories Keyless entry/start, touch screen BT player, reverse sensors/camera, airbags, ABS, mutli function steering, rear aircon, nice 3 digit carplate","Description Serviced & Maintained at agent Komoco 5 years warranty. Free accessories - 18"" original OZ Leggera rims, original N Line gear knob, original Hyundai Tuix lower control arms, yellow speed coilover, Cornerweight tuned, original Hyundai K5 330mm brake kit, i30N rear anti-roll bar, ownice K6 Android headunit full LED conversion lights, Hella Horn, Velossa big mouth, Hyundai 1.6T intake, K&N filter","CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
261,"$275,800","$26,690",03-Aug-2022,"7,100 km","$1,792 /yr","$141,766","$110,003","2,493 cc","1,940 kg",2020,Auto,"$42,623","$51,673",134.0 kW (179 bhp),1,MPV,"Features Powered By 2.5l Inline 4 Cylinders DOHC, Producing 179bhp, Super CVT-I Transmission, Max Torque 235nm, Front-wheel Drive View specs of the Toyota Alphard","Accessories Luxury Mid Row Seats With Massage And Ventilation, Dual Power Door, 360 View, Smart Entry/keyless Start, 18"" Rim, Power Tailgate,","Description The Most Demanded Luxury MPV Is Here! New Car No Stock! Dont Worry! Ours In Showroom Already! Modded To 7-seater! Warranty By Autosprint! Single Owner With Low Mileage Clocked! Trade In Welcomed, In House Loan Available With Immediate Approval, Immediate Transfer Of Ownership, Competitive Insurance Rates.","CategoryPARF Car, Almost New Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
262,"$85,800","$10,130",13-Sep-2011,"109,338 km (9.5k /yr)",$744 /yr,"$39,577","$46,704","1,390 cc","1,285 kg",2011,Auto,"$25,735","$25,735",118.0 kW (158 bhp),2,Sports Car,Features As per factory fitted. View specs of the Volkswagen Scirocco (2009-2017),Accessories View to appreciate.,Description 100% loan can be arranged! Only 2 Owners! Upgraded to kelyess entry and push start! New paintwork! Always parked under sheltered area! Low mileage done! Service regularly! No repair needed! Zero mishap! Option to purchase with Sgcarmart warranty! All trade in are welcome! Drive your dream car home with minimum or no cash! Interest rate from 3.08%! Fast approval!,"This car comes with 6-mth Sgcarmart Warranty, the best protection for your car.Ask the dealer to activate the warranty to start the coverage.$0 Repair BillsComprehensive Vehicle Inspection","COE Car, Premium Ad Car, Low Mileage Car, Sgcarmart Warranty Cars",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
263,"$67,800","$15,930",06-Sep-2016,"58,000 km (8.9k /yr)","$1,636 /yr","$36,633","$57,903","2,360 cc","1,530 kg",2016,Auto,"$24,005","$25,607",123.0 kW (164 bhp),2,SUV,"Features 2.4L Mivec Engine, 6 Speed CVT Gearbox, 4WD Selectable, 7 SRS Airbags, Paddle Shifter, Cruise And Traction Controls & Keyless Entry/start/stop. View s View specs of the Mitsubishi Outlander (2014-2015)","Accessories Factory fitted audio system, Bluetooth, electric seats, sports rims, reverse sensors, fog lamps, auto headlamps, window visors. Sports rim","Description 7 Seater Family SUV. Facelift Unit with Full C&C Service Records from Day one. 10 Year Agent Engine Warranty. All Wear & Tears Done up. New Battery, New Road Tax. Excellent Condition, 100% Accident Free. Car Always Parked Under Shelter and well taking care of by Previous Owner. Full & High Loan Available with Instant Approval. Contact Our Friendly Sales Consultant for Immediate viewing.","CategoryPARF Car, Premium Ad Car, Low Mileage Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
264,"$23,800","$13,220",11-Jan-2010,"181,000 km (13.7k /yr)","$1,677 /yr","$7,104","$19,732","1,987 cc","1,380 kg",2009,Auto,"$22,003","$22,003",106.0 kW (142 bhp),3,MPV,"Features Powerful & Reliable 2.0L 16 Valves Dual VVTI-DOHC Engine, CVT Auto Transmission, 6x SRS Airbags, Digital Climate AC Control,Knock Down Rear Seats. View specs of the Toyota Wish","Accessories Upgraded Headunit With Bluetooth Connectivity & Reverse Camera/Sensors, Sport Rims, Retractable Side Mirrors, Leather Seats.","Description Popular 7 Seater MPV, Low Ownership Count, 100% Accident Free, Ideal For Short Term Usage! Well Maintained Condition, Flexible Loan Packages & Trade In Available, Call Us Today!",CategoryCOE Car,StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
265,"$169,888","$23,230",23-Jul-2019,"22,000 km (6k /yr)","$1,176 /yr","$59,196","$39,406","1,969 cc","1,899 kg",2018,Auto,"$38,330","$45,662",187.0 kW (250 bhp),1,SUV,Features 4 cylinders inline 16 valve turbocharged engine with 246bhp. 8 speed auto transmission with paddle shifters. 0-100km/h in 6.9s. Keyless entry/start. View specs of the Volvo XC60 (2017-2021),"Accessories Upgraded original sport rims, auto headlights, LED DRL, front electric seats with driver memory. Depart warning and lane keeping aid. Park assist.","Description Immaculate condition, one of the lowest mileage in market. Serviced by agent since day 1. Genuine low mileage. All time reliable branding. Nice bidded number plate to go along with. Loans and trade in available. Hurry call / WhatsApp us for more information.","CategoryPARF Car, Premium Ad Car, Low Mileage Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
266,"$66,888","$27,670",23-May-2014,"146,000 km (16.5k /yr)","$1,210 /yr","$46,934","$75,010","1,997 cc","1,700 kg",2014,Auto,"$56,940","$69,492",180.0 kW (241 bhp),3,Sports Car,"Features 2.0L inline 4 cylinders turbocharged DOHC engine, 241bhp with 340nm of torque, 8 speed ZF transmission (2TB), rear wheel drive, keyless entry. View specs of the BMW 428i","Accessories Heads up display, navigation, brake assist, stability control, traction control, Bluetooth, electric memory seats, iDrive, reverse camera.","Description Purchase with a peace of mind, mix of luxury with a touch of performance. Sporty yellow paintwork with black interior. 100% accident free. Meticulously maintained by careful owner with no expenses spared. Absolute gem to not be missed. STA/Vicom inspection welcome! Full loan/high loan available with attractive interest rates. Hurry get in touch with us for a non-obligatory viewing!","CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
267,"$179,888","$32,690",20-Jan-2017,"73,000 km (11.8k /yr)","$2,382 /yr","$92,855","$56,340","2,996 cc","2,180 kg",2016,Auto,"$76,520","$109,736",270.0 kW (362 bhp),2,SUV,"Features 3.0L V6 biturbo engine, 362bhp, AWD, 9G-tronic, paddle shifters.","Accessories Media/Bluetooth multimedia system, parking assist, parktronic, electric tailgate, keyless entry, start/stop, 360 camera view, collision assist.","Description Purchase with a peace of mind, deal comes with 1 year warranty and 2 free servicing. Original paintwork since day 1. 100% accident free. C&C unit. Maintained by reputable workshop since day 1. All wear and tear done up with no expenses spared. STA/Vicom inspection welcome. Full loan available with attractive interest rate. Trade in welcome too! Hurry call us now to for viewing.","CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
268,"$117,888","$14,550",01-Sep-2011,N.A.,"$1,433 /yr","$38,345","$47,316","1,984 cc","1,466 kg",2011,Auto,"$39,432","$39,432",188.0 kW (252 bhp),5,Sports Car,"Features 360 degrees reverse camera, keyless start/stop, Paddle shifter, Full SuperPro Undercarriage, Bilstein PSS10/B16, Haldex Competition controller. View specs of the Volkswagen Golf R (2010-2013)","Accessories Original AP 9660 6 Pots, Unibraces, Struts bars, Rigid collars, ECS subframe bushings, Camber kits, Rear upsize rotors, Aluminium front knuckles.","Description Purchase with a peace of mind. Deal covers 1 year warranty and 2 free servicing. Fully done up. Power Mods - VTE Stage 2+ ECU tune by Everco, Stage 2+ TVS DSG Tune, CTS Charge pipe & intercooler, Vis motorsports high pressure fuel pump, Volant Intake, Custom high speed fan for both DSG & Oil cooler with switch, Turbosmart plumback diverter valve, RS4 FPRV. 100% accident free, View to believe.","CategoryCOE Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
269,"$182,800","$22,460",29-Nov-2019,"52,000 km (15.7k /yr)","$1,210 /yr","$75,463","$40,889","1,998 cc","1,540 kg",2019,Auto,"$51,807","$65,253",135.0 kW (181 bhp),1,Luxury Sedan,Features 2.0L 4 cylinder in-line TwinPower turbo engine. 8 speed Steptronic (A) transmission. 181 Bhp. Aceleration 7.8s (0 to 100 km/h). Top speed 235km/h.,"Accessories New generation BMW iDrive interface, wireless Apple/Android CarPlay, adaptive LED headlights, Park Assist, electric tail gate, Soft close doors.","Description The only 2019 unit with new generation BMW iDrive interface! New road tax, 1 owner, PML unit, 5 years agent warranty and servicing packages, full agent servicing records available, peace of mind. Beautiful pearl white matched with black interior, super comfortable and smooth to drive. Trade in welcome. Flexible loan scheme available. Contact us now for enquiry and immediate viewing!","CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
